Format,Ship To Direct/Distributor,Chain Name,State,Zone,Brand,Category,Sub_category,Range,Net Weight,Month,FY,Channel,NSV,MRP value,Offtake mix share %,Article source
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Nov'24,FY_24-25,MT,0.044249,0.099559,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Nov'24,FY_24-25,MT,0.026896,0.060516,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Nov'24,FY_24-25,MT,0.001739,0.003912,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Nov'24,FY_24-25,MT,0.018074,0.040666,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Nov'24,FY_24-25,MT,0.106062,0.23864,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Nov'24,FY_24-25,MT,0.022244,0.05005,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Nov'24,FY_24-25,MT,0.025032,0.056322,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Nov'24,FY_24-25,MT,0.096999,0.218248,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Nov'24,FY_24-25,MT,0.004174,0.009392,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Nov'24,FY_24-25,MT,0.01721,0.038721,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Nov'24,FY_24-25,MT,0.007823,0.017601,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Oct'24,FY_24-25,MT,0.029499,0.051623,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Oct'24,FY_24-25,MT,0.044249,0.077435,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Oct'24,FY_24-25,MT,0.026896,0.047068,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Oct'24,FY_24-25,MT,0.001739,0.003043,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Oct'24,FY_24-25,MT,0.018074,0.031629,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Oct'24,FY_24-25,MT,0.106062,0.185609,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Oct'24,FY_24-25,MT,0.022244,0.038928,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Oct'24,FY_24-25,MT,0.025032,0.043806,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Oct'24,FY_24-25,MT,0.096999,0.169748,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Oct'24,FY_24-25,MT,0.004174,0.007305,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Oct'24,FY_24-25,MT,0.01721,0.030117,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Oct'24,FY_24-25,MT,0.007823,0.013689,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Sept'24,FY_24-25,MT,0.103247,0.169619,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Sept'24,FY_24-25,MT,0.15487,0.254429,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Sept'24,FY_24-25,MT,0.094137,0.154653,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Sept'24,FY_24-25,MT,0.006086,0.009998,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Sept'24,FY_24-25,MT,0.063258,0.103923,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Sept'24,FY_24-25,MT,0.371217,0.609857,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Sept'24,FY_24-25,MT,0.077856,0.127906,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Sept'24,FY_24-25,MT,0.087612,0.143934,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Sept'24,FY_24-25,MT,0.339497,0.557745,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Sept'24,FY_24-25,MT,0.01461,0.024002,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Sept'24,FY_24-25,MT,0.060233,0.098955,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Karnataka,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Sept'24,FY_24-25,MT,0.027379,0.044979,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,April'24,FY_24-25,MT,0.191744,0.346614,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,April'24,FY_24-25,MT,0.287616,0.51992,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,April'24,FY_24-25,MT,0.174825,0.31603,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,April'24,FY_24-25,MT,0.011302,0.02043,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,April'24,FY_24-25,MT,0.117479,0.212365,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,April'24,FY_24-25,MT,0.689403,1.246229,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,April'24,FY_24-25,MT,0.144589,0.261373,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,April'24,FY_24-25,MT,0.162708,0.294126,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,April'24,FY_24-25,MT,0.630494,1.139739,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,April'24,FY_24-25,MT,0.027133,0.049048,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,April'24,FY_24-25,MT,0.111862,0.202212,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,April'24,FY_24-25,MT,0.050846,0.091914,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Aug'24,FY_24-25,MT,0.095872,0.176994,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Aug'24,FY_24-25,MT,0.143808,0.265491,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Aug'24,FY_24-25,MT,0.087413,0.161377,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Aug'24,FY_24-25,MT,0.005651,0.010432,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Aug'24,FY_24-25,MT,0.058739,0.108442,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Aug'24,FY_24-25,MT,0.344702,0.636372,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Aug'24,FY_24-25,MT,0.072295,0.133467,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Aug'24,FY_24-25,MT,0.081354,0.150192,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Aug'24,FY_24-25,MT,0.315247,0.581994,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Aug'24,FY_24-25,MT,0.013567,0.025046,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Aug'24,FY_24-25,MT,0.055931,0.103257,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Kerala,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Aug'24,FY_24-25,MT,0.025423,0.046935,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Aug'24,FY_24-25,MT,0.007375,0.01475,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Aug'24,FY_24-25,MT,0.011062,0.022124,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Aug'24,FY_24-25,MT,0.006724,0.013448,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Aug'24,FY_24-25,MT,0.000435,0.000869,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Aug'24,FY_24-25,MT,0.004518,0.009037,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Aug'24,FY_24-25,MT,0.026516,0.053031,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Aug'24,FY_24-25,MT,0.005561,0.011122,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Aug'24,FY_24-25,MT,0.006258,0.012516,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Aug'24,FY_24-25,MT,0.02425,0.0485,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Aug'24,FY_24-25,MT,0.001044,0.002087,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Aug'24,FY_24-25,MT,0.004302,0.008605,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Aug'24,FY_24-25,MT,0.001956,0.003911,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Dec'24,FY_24-25,MT,0.022124,0.036874,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Dec'24,FY_24-25,MT,0.033186,0.055311,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Dec'24,FY_24-25,MT,0.020172,0.03362,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Dec'24,FY_24-25,MT,0.001304,0.002173,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Dec'24,FY_24-25,MT,0.013555,0.022592,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Dec'24,FY_24-25,MT,0.079547,0.132578,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Dec'24,FY_24-25,MT,0.016683,0.027806,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Dec'24,FY_24-25,MT,0.018774,0.03129,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Dec'24,FY_24-25,MT,0.072749,0.121249,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Dec'24,FY_24-25,MT,0.003131,0.005218,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Dec'24,FY_24-25,MT,0.012907,0.021512,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Dec'24,FY_24-25,MT,0.005867,0.009778,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Feb'25,FY_24-25,MT,0.022124,0.036874,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Feb'25,FY_24-25,MT,0.033186,0.055311,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Radiance+,100.0,Feb'25,FY_24-25,MT,0.020172,0.03362,6.724,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,50.0,Feb'25,FY_24-25,MT,0.001304,0.002173,0.435,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,100.0,Feb'25,FY_24-25,MT,0.013555,0.022592,4.518,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Glow+,200.0,Feb'25,FY_24-25,MT,0.079547,0.132578,26.516,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Moisturisers,Illuminate+,100.0,Feb'25,FY_24-25,MT,0.016683,0.027806,5.561,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Detan+,50.0,Feb'25,FY_24-25,MT,0.018774,0.03129,6.258,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,50.0,Feb'25,FY_24-25,MT,0.072749,0.121249,24.25,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Glow+,80.0,Feb'25,FY_24-25,MT,0.003131,0.005218,1.044,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Hydrate+,50.0,Feb'25,FY_24-25,MT,0.012907,0.021512,4.302,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Sun Care,Radiance+,50.0,Feb'25,FY_24-25,MT,0.005867,0.009778,1.956,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Detan+,100.0,Jan'25,FY_24-25,MT,0.007375,0.007375,7.375,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
DRUG STORE,Dist.,Apollo Healthco,Tamil Nadu,South-1,Aqualogica,Face,Face Cleanser,Glow+,100.0,Jan'25,FY_24-25,MT,0.011062,0.011062,11.062,Offtake Apr-26/May-26 (FY27) chain×brand mix — FY24-25 article data unavailable
